"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Kyrgyz Republic","KGZ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2","3.1","3","3","2.9","2.9","2.8","2.6","2.5","2.4","2.3","2.1","2","1.9","1.8","1.8","1.7","1.7","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.3","",
"Cambodia","KHM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2","21.9","20.8","19.7","18.7","17.6","16.6","15.5","14.5","13.5","12.6","11.6","10.7","9.9","9.1","8.3","7.6","7","6.4","5.8","5.3","4.9","4.5","4.2","3.9","3.7","3.5","3.3","3.2","3","",
"Kiribati","KIR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","9.3","9","8.8","8.6","8.4","8.2","8","7.8","7.6","7.4","7.2","7.1","7","6.9","6.9","6.9","6.9","6.9","6.9","6.8","6.7","6.5","6.4","6.2","6.1","5.9","5.8","5.6","5.5","",
"St. Kitts and Nevis","KNA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.2","2.2","2.2","2.2","2.1","2.1","2","2","1.9","1.9","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.3","",
"Korea, Rep.","KOR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.4","2.3","2.2","2","1.9","1.7","1.6","1.5","1.4","1.2","1.2","1.1","1","0.9","0.9","0.8","0.7","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","",
"Kuwait","KWT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","17.4","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1","1","1","0.9","0.9","0.9","0.9","0.9","",
"Latin America & Caribbean (excluding high income)","LAC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.17054726938772","3.03201375545871","2.87156160485183","2.76618119161502","2.66988438874051","2.5406355409113","2.45837658567611","2.3446643978392","2.43559317847699","2.21912059109193","2.12020658175059","2.08719383264501","2.01991638626481","1.96484555319404","1.93446810074602","1.86340877385352","1.83463169161208","1.77548829427355","1.69860366121651","1.67389245141766","3.52281361075349","1.60804180631515","1.52561180624717","1.50128023714924","1.49040542781465","1.42586945728448","1.37780772423588","1.32369984579218","1.29899566958698","1.27774622863336","",
"Lao PDR","LAO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1","28.1","26.3","24.5","22.9","21.4","20","18.7","17.4","16.3","15.2","14.2","13.3","12.4","11.5","10.7","9.9","9.2","8.4","7.8","7.1","6.6","6","5.5","5","4.6","4.2","3.9","3.6","3.4","",
"Lebanon","LBN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","2.8","2.7","2.6","2.5","2.4","2.3","2.2","2.1","2","2","1.9","1.8","1.7","1.6","1.5","1.8","1.3","1.3","1.2","1.2","1.5","1.1","1.1","1.1","1.1","1","1","0.9","0.9","",
"Liberia","LBR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3","20.2","20.1","20","22.2","19.6","21.4","18.9","18.4","17.9","17.3","16.6","17.4","18.2","14.8","14.2","13.6","13","12.4","11.9","11.3","10.9","10.5","10.1","12","9.4","9.1","8.7","8.4","8.1","",
"Libya","LBY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","4.9","4.7","4.4","4.1","3.9","3.6","3.4","3.1","3","2.8","2.7","2.5","2.4","2.3","2.2","2.1","2","2","1.9","1.8","3.2","1.8","1.7","2.5","2.2","2.3","1.8","1.7","1.8","",
"St. Lucia","LCA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","1.7","",
"Latin America & Caribbean","LCN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.4","2.3","2.1","2","2","1.9","1.9","1.8","1.8","1.7","1.7","1.7","3.4","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","",
"Least developed countries: UN classification","LDC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4619710796853","26.1409266765078","24.4831030440146","23.9080030054157","23.3857963319217","22.5051882772433","21.160741112464","20.2009914395337","19.2360024052043","18.2617358970446","17.3244743832143","16.4864023633375","15.7999430405684","15.128345987111","14.5347660780436","13.9179003591785","13.3075421266379","12.7009375093037","12.5912959543099","11.5004121093144","11.7393723889416","10.4102966058696","9.95866759725682","9.5348547504721","9.19608242763804","8.92631499956502","8.59819578317537","8.35602768828687","8.18757515400842","7.97744910748554","",
"Low income","LIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4","28.2","27.2","26.5","26.2","25.1","23.3","22.4","21.5","20.6","19.6","18.7","17.9","17","16.2","15.4","14.7","14","13.3","12.7","13.4","11.6","11.4","11.1","10.7","10.3","9.9","9.5","9.2","8.9","",
"Liechtenstein","LIE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1","4.4","3.8","2.8","2.7","2.7","2.6","2.6","2.5","2.4","2.3","2.2","2.1","2","13.2","1.9","1.8","1.8","3.2","3.5","1.7","1.6","1.5","1.3","1.2","1","0.9","0.9","0.8","0.8","",
"Lower middle income","LMC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","13.3","12.6","12.3","11.8","11.4","11","10.6","10.2","9.7","9.3","8.9","8.6","8.2","8","7.7","7.4","7.2","7.1","6.6","6.4","6.1","5.8","5.6","5.4","5.2","5","4.9","4.8","4.7","",
"Low & middle income","LMY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9143519140483","10.6408696278082","10.1188566971439","9.78327251964119","9.48125455155797","9.1221737333446","8.73708652282977","8.49100905424391","8.27925587514001","8.08333856583269","7.85160609467983","7.6283495271254","7.40220281842172","7.23426211517216","7.17267358941382","6.75167593497265","6.55832588705269","6.33675421378851","6.25920661052705","5.85013656862423","5.79533563483287","5.42631621087872","5.25505458755237","5.10075338098736","4.93549430564287","4.75326507835873","4.59765181543721","4.45164624198268","4.31947449824006","4.20401276166905","",
"Lesotho","LSO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1","8.9","8.7","8.6","8.4","8.2","8.1","7.9","7.8","7.6","7.5","7.4","7.2","7.1","7","6.9","6.7","6.6","6.5","6.4","6.3","6.1","6","5.9","5.8","5.6","5.5","5.4","5.2","5.1","",
"Late-demographic dividend","LTE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.94696903718692","3.83200521176515","3.59982539651541","3.4526449551404","3.31180868144485","3.15800051485769","2.99858238493939","2.82705937378714","2.669500992523","2.50449954412642","2.39369304858283","2.23725683383187","2.13441065271034","2.04257463615152","2.08107569324294","1.8370063530419","1.74783185399203","1.66255484128392","1.87674527933983","1.51025251062896","1.40805694313703","1.38880553134684","1.28670303425314","1.26359915496483","1.19029438989754","1.1602301265472","1.0893414677048","1.06027403669711","1.04956970607471","0.972551623225155","",
"Lithuania","LTU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.4","2.3","2.2","2.1","1.9","1.8","1.8","1.7","1.6","1.5","1.4","1.4","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.6","0.6","",
"Luxembourg","LUX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.7","0.7","0.7","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","",
"Latvia","LVA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3","2.8","2.7","2.6","2.4","2.3","2.2","2.1","2","1.9","1.8","1.7","1.7","1.6","1.5","1.4","1.4","1.3","1.2","1.2","1.1","1","1","0.9","0.9","0.8","0.8","0.7","0.7","",
"Macao SAR, China","MAC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5.7","5.4","5.2","4.9","4.7","4.5","4.3","4","3.8","3.7","3.5","3.3","3.2","3","2.9","2.7","2.6","2.5","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.7","1.7","1.6","",
"Monaco","MCO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","",
"Moldova","MDA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.1","3","3.3","2.9","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.1","2","1.9","1.8","1.7","1.7","1.6","1.5","1.5","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.2","",
"Madagascar","MDG","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.3","23.4","22.5","21.7","20.8","20","19.3","18.6","18","17.3","16.7","16.2","15.6","15.1","14.6","14.2","13.8","13.4","13.1","12.7","12.5","12.2","12","11.8","11.6","11.5","11.3","11.2","11","10.8","",
"Maldives","MDV","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.4","5","4.7","4.3","4","3.7","3.5","3.3","3.1","2.9","2.7","2.6","2.4","2.3","3.8","2.1","1.9","1.8","1.7","1.6","1.5","1.5","1.4","1.3","1.2","1.1","1","0.9","0.9","0.8","",
"Middle East & North Africa","MEA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","5.6","4.9","4.7","4.5","4.3","4.1","3.9","3.7","3.6","3.4","3.2","3.1","3.9","3.3","3.3","3.5","3.4","2.9","2.7","2.6","2.6","3.1","3.3","3.5","3.2","3.1","2.8","2.4","2.2","",
"Mexico","MEX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.4","2.2","2.1","2","1.9","1.8","1.7","1.7","1.6","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1.1","1.1","1.1","",
"Marshall Islands","MHL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.1","4.9","4.8","4.6","4.6","4.5","4.5","4.5","4.5","4.5","4.5","4.5","4.4","4.4","4.4","4.4","4.3","4.3","4.3","4.3","4.2","4.2","4.1","4.1","4","3.9","3.8","3.7","3.6","",
"Middle income","MIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.11495787463967","8.91118097234592","8.43404840060196","8.1211788030207","7.80931315204243","7.50713919749043","7.22727333427888","7.00445019074974","6.79636920323205","6.61198453377398","6.40153652495999","6.20570640745968","6.01135910009719","5.89263575871667","5.90222954858134","5.50103772168363","5.3556238594787","5.17416386405647","5.15488681418734","4.75441781504274","4.76763289376861","4.39834960190421","4.21730376260383","4.0796547637041","3.92880955356894","3.7827134629516","3.65690356262302","3.53457233763317","3.42275756919333","3.33052638683829","",
"North Macedonia","MKD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.8","1.7","1.7","1.6","1.5","1.5","1.4","1.4","1.3","1.2","1.2","1.1","1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.6","",
"Mali","MLI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6","27.9","27.3","26.6","26","25.4","24.8","24.2","23.6","23","22.4","21.8","21.2","20.7","20.1","19.6","19.1","18.6","18.1","17.7","17.3","16.9","16.5","16.1","15.7","15.3","14.9","14.5","14.2","13.8","",
"Malta","MLT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","",
"Myanmar","MMR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.7","22.1","21.5","20.7","19.9","19.1","18.2","17.4","16.5","15.6","14.8","14","13.1","12.3","11.4","10.5","9.7","8.8","18.2","7","6.3","5.5","4.8","4.2","3.7","3.3","3","2.8","2.7","2.5","",
"Middle East & North Africa (excluding high income)","MNA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.41471103342167","5.73357649120213","5.17418081131721","4.90898974222979","4.71105289001248","4.50647083334522","4.25449554756867","4.12820463590637","3.94345554326027","3.75755238183767","3.60066644880338","3.42686325056301","3.30953028926248","4.13662448498099","3.49837648239639","3.50020731829725","3.80441773654993","3.60386855800969","3.08851357025669","2.90500503309269","2.80427255622708","2.82950953042608","3.3416383883716","3.56628754593962","3.86678469834137","3.54176671994623","3.40323547590864","3.02659382434842","2.63711512916834","2.42358637802075","",
"Montenegro","MNE","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","",
"Mongolia","MNG","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","6.8","6.6","6.4","6.1","5.8","5.4","4.9","4.4","4","3.6","3.3","3","2.8","2.7","2.6","2.7","2.7","2.8","2.9","3","3","3","2.9","2.7","2.5","2.3","2","1.8","1.6","",
"Northern Mariana Islands","MNP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","39.7","37.4","35.3","33.4","31.4","29.5","27.8","26","24.5","23","21.5","20.2","19","17.8","16.8","15.7","14.7","13.7","12.8","12","11.3","10.7","10.1","9.7","9.3","8.9","8.6","8.3","8","",
"Mauritania","MRT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3","12.8","12.4","12","11.6","11.2","10.8","10.5","10.1","9.8","9.5","9.2","8.8","8.6","8.3","8","7.8","7.6","7.3","7.1","6.9","6.7","6.5","6.3","6.1","5.9","5.7","5.5","5.4","5.2","",
"Mauritius","MUS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.5","1.5","1.5","1.4","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1","1","1","1","1","0.9","0.9","0.9","0.9","0.9","0.8","",
"Malawi","MWI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.4","26.2","25","23.8","22.7","21.7","20.7","19.7","18.7","17.8","17","16.2","15.4","14.7","14","13.4","12.8","12.3","11.8","11.3","10.9","10.5","10","9.6","9.2","8.8","8.5","8.2","7.9","7.6","",
"Malaysia","MYS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","2.3","2.2","2","2","1.9","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","",
"North America","NAC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.6","",
"Namibia","NAM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","9","8.8","8.7","8.5","8.4","8.4","8.3","8.3","8.2","8.2","8.2","8.3","8.2","8.2","8.1","8","7.9","7.8","7.7","7.6","7.5","7.4","7.2","7","6.8","6.7","6.5","6.2","6.1","",
"New Caledonia","NCL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.3","47.9","46.5","45.1","43.6","42.1","40.5","38.9","37.3","35.6","34","32.4","30.9","29.4","28.1","26.8","25.6","24.6","23.6","22.7","21.9","21","20.2","19.5","18.8","18.2","17.5","16.9","16.3","15.7","",
"Nigeria","NGA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6","25.1","24.7","24.3","23.9","23.4","22.9","22.4","21.9","21.4","20.9","20.3","19.8","19.3","18.8","18.4","17.9","17.5","17","16.6","16.2","15.9","15.5","15.2","14.9","14.6","14.3","14","13.7","13.4","",
"Nicaragua","NIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.6","4.4","4.2","4.1","3.9","3.7","3.6","5.3","3.2","3.1","2.9","2.8","2.6","2.5","2.4","2.3","2.2","2.1","2","1.9","1.8","1.8","1.7","1.6","1.6","1.5","1.4","1.4","1.3","",
"Netherlands","NLD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","",
"Norway","NOR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","",
"Nepal","NPL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","18.1","17.1","16.1","15","14","12.9","11.9","10.9","9.9","9","8.2","8.2","6.9","6.4","5.9","5.5","5.1","4.8","4.6","4.4","4.2","4","3.8","3.7","5.1","3.4","3.2","3.1","3","",
"Nauru","NRU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.1","5.9","5.7","5.5","5.3","5.1","5","4.8","4.7","4.5","4.4","4.4","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.3","4.2","4.2","4.1","4","3.9","3.8","3.7","3.6","3.5","",
"New Zealand","NZL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","1.1","1.1","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","",
"OECD members","OED","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86658749014116","1.78230705581704","1.72097087245954","1.64479578734011","1.57558934789225","1.55597196191404","1.47733790433179","1.39464804718742","1.3632257703752","1.43414633407035","1.22662634183216","1.21133886385241","1.1776669552988","1.13350672280858","1.06655591564635","1.040654661665","1.00721175482599","0.960437847137719","0.89801246324432","0.858354353546516","0.820324589953475","0.797396140688527","0.736995100532395","0.714471404218871","0.696382076914707","0.669818972976441","0.642795658954414","0.632485155157895","0.610747815864225","0.611666398914663","",
"Oman","OMN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","3.1","2.8","2.6","2.4","2.3","2.1","2","1.9","1.8","1.7","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","",
"Other small states","OSS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.2376170911344","10.9987860334222","10.7804139866592","10.576529195148","10.3378748630986","10.1272255600751","9.95316600417545","9.75072012467215","9.69020931312258","9.37511440899453","9.21167428241175","9.06588053976968","8.90618317434892","8.72332037157053","8.55527374591369","8.32728546706257","8.10219931381129","7.87489291414616","7.62084924555402","7.39127954017714","7.14323582301092","6.91010594811906","6.66055936756822","6.45129335313011","6.24492969636353","6.04472107581491","5.86907278608051","5.69375871163984","5.49796371307303","5.32795561930584","",
"Pakistan","PAK","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1","8.2","8.3","8.4","8.3","8","7.6","7.3","7","6.7","6.5","6.2","5.9","5.6","5.5","5.5","5.5","5.6","5.6","5.6","5.6","5.6","5.5","5.4","5.2","5.1","5","4.8","4.7","4.6","",
"Panama","PAN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","2.6","2.5","2.5","2.4","2.4","2.3","2.2","2.2","2.1","2.1","2","2","1.9","1.9","1.9","1.8","1.8","1.8","1.8","1.8","1.7","1.7","1.7","1.6","1.6","1.5","1.4","1.4","1.3","",
"Peru","PER","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","5.7","5.4","5.1","4.8","4.5","4.3","4","3.8","3.6","3.4","3.2","3","2.9","2.7","2.6","2.5","2.3","2.2","2.1","2","1.9","1.8","1.7","1.7","1.6","1.5","1.5","1.4","1.4","",
"Philippines","PHL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.9","4.2","4.1","3.9","3.7","3.6","3.4","3.3","3.1","3","2.9","2.8","2.7","2.6","2.6","2.6","2.5","2.5","2.5","2.4","2.4","2.4","2.6","2.3","2.2","2.2","2.2","2.1","2","",
"Palau","PLW","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9","3.8","3.8","3.7","3.6","3.6","3.5","3.4","3.3","3.3","3.2","3.1","3.1","3","3","2.9","2.9","2.8","2.7","2.7","2.6","2.5","2.5","2.4","2.3","2.3","2.2","2.1","2.1","",
"Papua New Guinea","PNG","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.7","8.5","8.4","8.2","8.1","8","7.8","7.7","9.1","7.5","7.4","7.2","7.1","7","6.9","6.8","6.6","6.5","6.4","6.2","6.1","6","5.8","5.7","5.6","5.4","5.3","5.1","5","4.9","",
