"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Djibouti","DJI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","16.6","16.3","16.1","15.9","15.7","15.5","15.2","15","14.7","14.4","14","13.6","13.2","12.8","12.5","12.1","11.7","11.3","11","10.6","10.2","9.9","9.6","9.3","8.9","8.6","8.3","8","7.8","",
"Dominica","DMA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.5","1.6","1.6","1.6","1.6","1.6","1.6","1.6","1.5","1.5","",
"Denmark","DNK","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.3","0.3","",
"Dominican Republic","DOM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2","4","3.9","3.7","3.5","3.4","3.2","3.1","3","2.9","2.8","2.7","2.6","2.5","2.6","2.3","2.2","2.1","2.1","2","1.9","1.8","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","",
"Algeria","DZA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.1","5","4.8","4.9","4.8","4.3","4.5","4.3","3.8","3.6","3.4","3.3","3.5","2.9","2.8","2.7","2.6","2.5","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.8","1.7","1.7","",
"East Asia & Pacific (excluding high income)","EAP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.10244866868609","5.86081283314035","5.46135659132842","5.16185673894251","4.85771105117772","4.58431282802351","4.34718013686284","4.12590176560094","3.9662005985454","3.78747271836228","3.69501181168713","3.50547251809416","3.3703176141444","3.22197649990249","3.67102441614699","2.90820434217737","2.76950307679408","2.63957527387526","3.17668846246128","2.3859439951792","2.24337691229686","2.18094618864573","2.04906537854635","2.00472273123092","1.86515925773994","1.80955025448902","1.71005328975623","1.67062848482452","1.64071511968648","1.54010380102177","",
"Early-demographic dividend","EAR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1660539911469","11.8200866275692","11.1801496101313","10.757531557846","10.5333939637625","10.0905671674354","9.52860984624184","9.11755724658694","8.69432654519984","8.31778635372038","7.8237280602986","7.45667488549804","7.09888442265311","6.84018692881203","6.80090914488756","6.2356001851542","5.94834696909837","5.6585518342703","5.52251431494472","5.03371818136405","5.04959637588034","4.45361344168114","4.25663552549375","4.03784239551118","3.80376167191397","3.57776551814118","3.3873266608605","3.22062225081365","3.08172575977966","2.97561192255748","",
"East Asia & Pacific","EAS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7","5.5","5.2","4.9","4.6","4.3","4.1","3.9","3.8","3.6","3.5","3.3","3.2","3","3.4","2.7","2.6","2.5","3","2.2","2.1","2","1.9","1.9","1.8","1.7","1.6","1.6","1.5","1.5","",
"Europe & Central Asia (excluding high income)","ECA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.65691995439895","3.62458200415632","3.72815390695762","3.61058495731391","3.5382039922043","3.48152025827462","3.3940238418521","3.25325666521844","3.16698781938097","3.38647642925505","2.93124872213728","2.84404160297897","2.72160670129103","2.65120760403565","2.53432826300647","2.38254681059711","2.25026568061627","2.13289790531921","2.00158477570516","1.86368298350854","1.69494093480455","1.61363225943932","1.48137847740648","1.38704964639426","1.33972419238544","1.22625497693275","1.17786157521463","1.11330244157989","1.05945853738699","1.00589298030044","",
"Europe & Central Asia","ECS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","2.5","2.4","2.4","2.3","2.3","2.2","2.1","2.1","1.9","1.8","1.7","1.6","1.6","1.5","1.4","1.3","1.2","1.2","1.1","1","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","",
"Ecuador","ECU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.6","3.4","3.2","3.1","2.9","2.8","2.7","2.6","2.5","2.5","2.4","2.4","2.3","2.3","2.2","2.2","2.1","2","2","1.9","1.9","1.8","1.7","1.7","1.6","1.6","1.5","1.5","1.4","",
"Egypt, Arab Rep.","EGY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.4","5","4.6","4.3","4","3.8","3.6","3.4","3.3","3.1","2.9","2.8","2.7","2.6","2.6","2.6","2.7","2.7","2.8","2.8","2.8","2.7","2.6","2.6","2.5","2.4","2.3","2.3","2.2","",
"Euro area","EMU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08534263993439","1.05146608746797","0.997022795967203","0.962132013103501","0.931670361975461","0.872385764852837","0.844843660114784","0.803613935934445","0.75574539283321","0.744525901730855","0.680396169178293","0.67112357668492","0.636006660485168","0.608968530751722","0.563521525266645","0.556229487842719","0.548563337491378","0.529981936625188","0.501274280884633","0.449707058690157","0.446466084865303","0.442973949793044","0.425296848602262","0.423841319474216","0.415661600106987","0.413303349504072","0.406608893063687","0.403570484230487","0.357374997292196","0.357579674732149","",
"Eritrea","ERI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4","26.1","24","22","20.2","18.5","16.9","15.5","14.2","13","11.9","11","10.1","9.2","8.5","7.9","7.3","6.8","6.4","5.9","5.6","5.3","5","4.8","4.5","4.4","4.2","4","3.9","3.7","",
"Spain","ESP","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1","1.1","1","1","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","",
"Estonia","EST","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.6","2.5","2.4","2.2","2.1","2","1.9","1.8","1.7","1.6","1.5","1.4","1.3","1.2","1.1","1.1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.5","0.5","",
"Ethiopia","ETH","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8","51.7","48.8","46","43.4","40.8","38.3","35.8","33.6","31.4","29.3","27.3","25.4","23.6","21.8","20","18.2","16.6","15.1","13.7","12.3","11.2","10.1","9.2","8.3","7.6","7","6.6","6.2","5.9","",
"European Union","EUU","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27428158827179","1.21334489169553","1.16835315114329","1.13577511882114","1.14347173734532","1.13209306516844","1.13072168229812","1.08020743133688","0.994633472045906","0.918219032410665","0.808778427917495","0.771381018229001","0.735170389847518","0.694161442221863","0.652573892150791","0.641354767426537","0.623682197143219","0.603634447520029","0.576765569558164","0.52157509812444","0.508375499301232","0.499823309102111","0.478438580098025","0.463759077828817","0.453241514511962","0.449239181135076","0.442541045996073","0.433181227459172","0.388914223693569","0.388296615554941","",
"Fragile and conflict affected situations","FCS","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3624804028104","24.5792683188484","23.6263642870955","23.0792718423053","22.1650274863008","21.3864253460881","20.6187417708834","19.9750776252659","19.2764146867585","18.6966242176995","17.9017713061284","17.2187922158426","16.5749843629049","16.1388559003712","15.5090854231872","14.9106752674228","14.4311222824815","13.8148302066291","13.6561390117011","12.5449422480313","12.9422894033701","11.6425360157306","11.4127024819183","11.156686343237","10.9204138080044","10.5377763006785","10.2324038150674","9.88598529496495","9.5239084155717","9.24921386728682","",
"Finland","FIN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","",
"Fiji","FJI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","6.2","6.1","5.8","5.6","5.4","5.2","4.9","4.7","4.4","4.2","4","3.7","3.5","3.3","3.1","3","2.8","2.7","2.6","2.5","2.4","2.3","2.3","2.2","2.2","2.2","2.1","2.1","2","",
"France","FRA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.3","0.3","",
"Faroe Islands","FRO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.8","5.7","5.6","5.5","6.7","5.3","5.1","5","4.9","4.7","4.6","4.5","4.3","4.2","4.1","4","3.9","3.8","3.6","3.5","3.4","3.3","",
"Gabon","GAB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5","10.3","10.2","10","10","9.8","9.7","9.6","9.5","9.4","9.2","9","8.9","8.7","8.5","8.3","8.1","7.9","7.7","7.5","7.3","7.1","6.8","6.6","6.4","6.2","6","5.8","5.6","5.4","",
"United Kingdom","GBR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","",
"Georgia","GEO","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2.2","2","2.2","1.5","1.4","1.4","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.4","1.2","1.2","1.2","1.3","1.3","1.2","1.2","1.2","1.2","1.2","1.1","",
"Ghana","GHA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5","16","15.5","15.1","14.6","14.2","13.7","13.3","12.8","12.4","12","11.6","11.1","10.7","10.3","9.9","9.6","9.2","8.9","8.5","8.2","7.9","7.7","7.4","7.1","6.9","6.6","6.4","6.2","6","",
"Gibraltar","GIB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.4","28.5","27.6","26.7","25.9","25.1","24.3","23.5","22.8","22.1","21.4","20.7","20.1","19.5","18.9","18.3","17.8","17.3","16.8","16.3","15.9","15.5","15.2","14.8","14.4","14","13.7","13.3","13","12.6","",
"Gambia, The","GMB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","21.5","20.6","19.8","18.9","18.1","17.2","16.4","15.6","14.9","14.1","13.5","12.8","12.2","11.5","11","10.4","9.9","9.4","9","8.6","8.2","7.8","7.5","7.1","6.8","6.5","6.3","6","5.7","",
"Guinea-Bissau","GNB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3","32.4","31.4","30.4","29.4","28.5","27.7","26.9","28","25.8","25.7","25.4","25","24.4","23.7","23","22.2","21.3","20.3","19.3","18.2","17.2","16.2","15.3","14.6","14","13.5","13","12.5","12","",
"Equatorial Guinea","GNQ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","23.8","23.6","23.4","23.2","23","22.7","22.4","21.9","21.3","20.7","20.1","19.4","18.7","18","17.4","16.7","16","15.3","14.6","14","13.5","12.9","12.4","12","11.5","11","10.6","10.2","9.8","",
"Greece","GRC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","",
"Grenada","GRD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.6","2.6","2.5","2.4","2.3","2.3","2.2","2.2","2.1","2.1","2.1","2","2","2","2","2","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.8","",
"Greenland","GRL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7","6.3","5.7","5.2","4.8","4.4","4.1","3.9","3.7","3.5","3.3","3.1","3","2.8","3","2.6","2.5","2.4","2.3","2.2","2.1","2","1.9","1.9","1.8","1.8","1.7","1.7","1.6","",
"Guam","GUM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.6","2.5","2.4","2.3","2.2","2.2","2.2","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.1","2.2","2.2","2.2","2.1","2.1","2.1","2","",
"High income","HIC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.2","1.2","1.2","1.2","1.1","1","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","",
"Hong Kong SAR, China","HKG","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","5.8","5.4","5.1","4.8","4.5","4.3","4","10.1","3.7","3.5","3.4","3.3","3.1","3","2.9","2.8","2.7","2.6","2.5","2.5","2.4","2.4","2.3","2.3","2.2","2.1","2","2","1.9","",
"Heavily indebted poor countries (HIPC)","HPC","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5033420969779","27.3879629050486","26.4071271626279","25.7670831087224","25.422701236727","24.4355551523707","22.8967363165205","22.10424851138","21.3741702825925","20.4028457817247","19.5259984887144","18.6868793080364","17.8836384449217","17.0990896616841","16.3501401711323","15.5888164737027","14.8710620276736","14.2055940249682","13.5965073667564","13.0139940173824","13.4570284401457","11.9500900437923","11.488356492544","11.0620763315455","10.6826753108748","10.2882183166464","9.92794857411339","9.62252940014963","9.32007384482914","9.04748531077408","",
"Croatia","HRV","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.5","1.4","1.3","1.1","1.1","1","1","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","",
"Haiti","HTI","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.9","17.3","16.8","16.3","15.7","15.2","14.6","14.1","13.6","13.1","12.6","12.1","11.6","11.2","12.5","10.4","10","9.6","9.2","8.9","86.5","8.3","8","7.8","7.5","7.2","7","6.8","6.5","6.3","",
"Hungary","HUN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","1.3","1.2","1.2","1.1","1.1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","",
"IBRD only","IBD","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.44148001037628","7.14052240675225","6.78465265563543","6.49924485707677","6.21668024814747","5.9422660294869","5.69402230390476","5.5045483711106","5.33292986719099","5.23922046138535","5.03198994919839","4.87053241704876","4.68408264389464","4.60054068692956","4.65057110369953","4.18467788327476","4.03446381036102","3.83668550647356","3.71655671238471","3.40617716193558","3.22329059964004","3.04957953093659","2.86959017496851","2.74032823110363","2.59503604896612","2.43680086073666","2.31725464932232","2.19514487884494","2.06885174958465","1.97719680409626","",
"IDA & IBRD total","IBT","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8110353877009","10.540923452608","10.0243392344382","9.69198247589628","9.39278156961596","9.03719382874999","8.65628105864287","8.41218057531031","8.20238648961927","8.02859983712159","7.78176124351434","7.56354166454898","7.34266754775647","7.17976208632173","7.12190548869709","6.70670295036798","6.51451967536661","6.29532837743796","6.21853604543495","5.81228791300503","5.759225751059","5.39227323246869","5.22285170923975","5.06894993269918","4.90383019973808","4.72391536681294","4.56998182393139","4.42564969665138","4.2944216108903","4.18074871055206","",
"IDA total","IDA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3807652841695","21.1124811152193","20.0496182578344","19.5604822295425","19.1950503847611","18.5213296762642","17.5714014728188","16.8966948265116","16.2259060074954","15.4618192776634","14.7967103632374","14.1689238706839","13.6533768728447","13.1505907834435","12.730142296609","12.3181599237242","11.9019052152991","11.5142496450611","11.4155551796047","10.712744332401","10.8349803577179","10.003539257098","9.78594579386866","9.52384990678","9.26633248148555","8.99412212616087","8.71934006030416","8.47610810152189","8.27564634994951","8.06176791664199","",
"IDA blend","IDB","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9734539895851","14.8115844536164","14.6725942148023","14.5288841182909","14.2938589663328","13.9485252120143","13.5752183687916","13.3534898519511","12.9741031998787","12.6019772964332","12.3137292825153","11.9513449924317","11.6444148601756","11.3364282922308","11.1271016533178","10.9757876965856","10.8002809431154","10.702191406404","10.5361358319093","10.396049543582","10.2445710944982","10.1319437174371","9.93240677105009","9.75819714773147","9.5463275965364","9.35640730385985","9.18216773708094","8.96585292678959","8.78998626637519","8.59963890964796","",
"Indonesia","IDN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.5","8.1","7.8","7.5","7.2","7","6.7","6.5","6.2","6","5.7","5.5","5.3","8.9","4.9","4.7","4.6","4.4","4.3","4.1","4","3.9","3.8","3.7","3.6","3.5","3.4","3.3","3.2","",
"IDA only","IDX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5776098195343","24.2612923789518","22.7427602329001","22.088337175509","21.6656336210536","20.8331255015686","19.5935053152871","18.6890436385475","17.8678020994315","16.9010407217686","16.0418952509638","15.2767970999084","14.6524124280703","14.04845778679","13.5201225345024","12.9774812153504","12.4414111925295","11.911131988893","11.8449453268604","10.8673938476821","11.1237549209124","9.94048928445019","9.71370843926572","9.40765197290129","9.12671700004567","8.81251637122658","8.48611091725049","8.22809763281272","8.01401729918975","7.78713645514791","",
"Isle of Man","IMN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","13.3","12.8","12.3","11.9","11.4","10.9","10.5","10","9.6","9.1","8.7","8.2","7.8","7.4","7","6.6","6.2","5.8","5.4","5.1","4.7","4.4","4.1","3.8","3.5","3.3","3.1","2.9","2.8","",
"Not classified","INX","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","",
"Iran, Islamic Rep.","IRN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","4.4","4.1","3.9","3.7","3.5","3.3","3.2","3.1","3","2.9","2.8","2.8","4.9","2.7","2.7","2.8","2.8","2.8","2.8","2.7","2.6","2.5","2.3","2.2","2.1","2","1.9","1.8","1.7","",
"Iraq","IRQ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7","9.1","6","5.6","5.3","5.2","4.7","4.4","4.1","3.8","3.6","3.4","3.2","7.9","7.1","7.6","10.4","8.9","4.9","3.6","3.3","3.1","3.1","4.1","5.9","5.2","5.7","4.4","2.2","2","",
"Iceland","ISL","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","1.3","1.2","1.1","1.1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","",
"Israel","ISR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.7","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","",
"Italy","ITA","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.7","0.7","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","",
"Jamaica","JAM","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.2","2.2","2.1","2.1","2","2","1.9","1.9","1.8","1.8","1.7","1.7","1.7","1.6","1.6","1.6","1.6","1.6","1.5","1.5","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.3","1.2","",
"Jordan","JOR","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","2.9","2.9","2.8","2.8","2.7","2.7","2.6","2.5","2.5","2.4","2.3","2.2","2.1","2","1.9","1.8","1.7","1.7","1.6","1.6","1.6","1.7","1.7","1.7","1.7","1.8","1.8","",
"Japan","JPN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.9","0.9","0.9","0.8","1.2","0.8","0.7","0.7","0.7","0.6","0.6","0.6","0.6","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","",
"Kazakhstan","KAZ","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.1","3","3","3","2.9","2.8","2.7","2.6","2.6","2.5","2.4","2.4","2.4","2.3","2.3","2.3","2.2","2.1","2","1.9","1.8","1.7","1.6","1.6","1.5","1.4","1.4","1.4","1.3","",
"Kenya","KEN","Probability of dying among children ages 5-9 years (per 1,000)","SH.DYN.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5","11.7","11.9","12","12","12","11.8","11.6","11.3","11","10.6","10.1","9.6","9","8.6","8.1","7.7","7.3","7","6.8","6.6","6.5","6.4","6.3","6.2","6","5.9","5.7","5.6","5.4","",
